alpha;A;E;sigma
0.8;1.0;-0.8040891682722908;0.0032730072671067314
0.9333333333333333;1.0;-0.722816498481933;0.004160976479879156
1.0666666666666667;1.0;-0.933096989906769;0.004597976021727326
1.2000000000000002;0.999995;-1.1299034783656237;0.0028518004603603824
1.3333333333333335;0.999995;-1.0362836687291705;0.003687138127967174
1.4666666666666668;0.99999;-1.4789097575819679;0.009501835979650363
1.6;0.99999;-1.388428680754119;0.004457213590960008
